"property_id","price"
"4fa04a187235d7509a43a8cf",706981056.467867
"f9cfbb306af543a759c1f3f2",NA
"957a84e8e93ae2b33bc6f61b",426002489.389446
"eb32d75b32bc5e8677207fc7",409686301.023256
"880a6e7bd74dc2568940d275",720466829.241129
"847cf8c0907ac512c8a0fc74",997318090.334163
"a5a8d725bc0813847bab03f1",NA
"8f4986c3d1ffb934558342e9",688379885.220317
"835b0b0a59a523fb39bb569e",NA
"61e681bc3574d96b1b8f36a1",931496082.64847
"6688f1c06ef81e8aaa584340",784100956.419945
"cde56ba411b61f8bda1e2462",676834869.423443
"b73d00764c9e0a94aac5b4f7",391473377.928366
"03241335538f394cf2bf9647",752312273.505323
"8349ebead093a6452883637e",605705556.290305
"9460c9fbe2955fdef0e0f4d6",610421879.953951
"c26287001c5df25d08030218",700680070.272026
"e38088a70c575132d7cfd2b7",749308516.056036
"feb994495375dae146299fa4",577482192.508115
"de7c2f0648a789db971c0b17",518485697.584786
"5ca0cd46a1e5c28fd25fdd65",419583039.247786
"846c1731216bd1e3b63b7a7c",NA
"41c891287b7284e3a5962f6e",NA
"fdcf28334ca76670c597fb34",852248580.786902
"a748fdc26f41c066561c0ecd",498461676.895335
"6b8d7d9d8e0636765954415d",NA
"8290a144a2267e0bf964c17d",627034310.732837
"563253dfd164c1a526b9c9aa",882912199.955368
"28db029094ff6f9835480aad",942130805.564259
"728035c102cfb413c2303152",929713213.292328
"f5d92f861bf992ce3ef086f1",788657285.689259
"e3d8d7802e2ef441f35e3bdc",637184593.270375
"4731febed4a8eb228b792dc9",503661500.961867
"9f8235166c895b795743097a",796471563.218325
"292267c0ab43fcc5a993f76a",796471563.218325
"2a28834194763e014eaa35eb",665081933.830415
"01815f1ae3d3bd7cfc9b1047",427008838.252749
"74d04cfbca166ab77add0f2d",479421399.227962
"4e14b0a748475a1a5fa4bc47",727792586.455254
"b50e5e67c85a1ae1cdf0bf3b",515439551.211236
"301c8dbf14fb681bb94ea012",668600192.346674
"65c14986e6a28b9345e84003",559168138.460819
"b7688a977e260d4d168c4389",844643745.270393
"32af12d5a1278132e10287ba",534910277.088617
"85088376c428e4a258910010",647213729.777657
"309ec655873eeddd339ce4e7",1165583696.7449
"cf5519cfe7695935445e16f2",334287185.80167
"8278f39270f3b1233032f0b2",846011730.138879
"3813cd4e8611eeb0653a852d",NA
"b6657bd1da5ba39a653b0445",723979101.293323
"f73279cf26a9b0d4b8f8a1aa",NA
"6c1dc6a9c6a6868a26f354c3",1113987753.20723
"982fa7535cb9280a1bbffcbe",947466067.734812
"82b1bf13d4211f9462fe9e01",1142718608.14747
"52aeb65cc515f03b66e2fc6e",1011835609.00363
"b11c2f1359cf927de40aefad",1078799475.56868
"f446ef51c25f9dd1f53f4aba",989933517.099903
"d9505f6ea37d7c0078a041f0",564358737.778598
"d6a865261fe1e15f62be5e9e",618251177.819902
"be295a89f5e8fd6d9d8c072b",194684188.392375
"3c22744d099eb4548d4225a5",662486314.498485
"5f085ce7d02efecb346efdf0",699466356.049697
"45da4ac97ae2a342562fba76",536436444.654988
"e4b1af60b83bea12ca2af801",NA
"cbe4f0d8c2c53c46fd11ca84",624945244.2392
"473bef947a47fd462f416008",951330831.416911
"c0d9f460df4d4df4574c0a5a",595315648.519971
"765195b6814f186fb12ce860",657323166.317191
"88a5694ec722b9a3e05563cd",655157484.196486
"9d7cd2c9346cc44b64b488ff",512746371.11133
"3efe31f3a5556ad506c87fc2",589895053.916937
"73a60ff718b2c32c81906734",NA
"9006dacc97a42c9e60912c5b",677832957.581677
"d5f13ff897a076041a60a1b2",513709520.644885
"54631c707aef6e9387bc1d79",554212840.989622
"4c760815356d1c5ae2643699",587879650.351766
"10fe013bd5db9a39a4b1fbce",574472720.073332
"7d76aadc2740b4a3c4cc7fb7",690249246.792068
"b9967425c859b37f1a2cfec2",605909693.734322
"81631afb984fdfeb0e71dff9",NA
"3b37c9dec548ed82b6daf9c4",710687992.793597
"a283f69c2ff66a51bc76673d",688205838.913886
"14e44b682748c0e703d45613",727093465.386101
"a9d9be2c4ff459d305269509",727093465.386101
"8547c5af5af205919bcb98c2",760700029.83139
"122ec30ba744473551ca7243",419397710.508768
"15684baf7771dd13d5bb3a73",882147404.415836
"ad83b52bed84388321f931ad",726940149.069718
"272b75afc943e07089aa8a10",644123872.411313
"1cc85f713e59199b908a2e7b",923229482.797047
"b8220fb7ddf4a579c88c318a",558356490.941433
"8fe87c95ecdc4e74950bdac1",413472491.937707
"253bb36b5d5b7ad19ee98b05",704913160.402556
"9ddebb01dc2b52317066b889",905854854.488222
"6a8cb25f25eee9f2cf6acdd7",423231153.915194
"dda3a68d099bb7865fea8b95",629318057.580558
"761d3ddda4e77280b21d2283",455295375.521989
"f40c9968a05ffa48c7b65233",572208961.386066
"555ad229c272f521323204c0",497932488.504485
"8db84bd5de71186393d01df4",811385175.827937
"9611ddd0c402f5e7588322be",NA
"bb7d8788382711fad30aa16a",492488091.264592
"9207ee5fe88bf95229dc2405",496206133.740791
"92d274e7eeccabc58332fb1e",487480251.783294
"c8b7a06c3f062bdfc8753c72",487476307.43233
"7a09a4ef9c84b905b59de7ac",500733545.342893
"bb76aa417a3e3d1a7535808e",434357670.05314
"afd7c78160da1ba94b50dcee",365388735.737327
"7a6d7a80f3b05429055ce89e",595020082.880091
"e779c2a042927d404cc4422e",466723372.905398
"8f38374c65e2168a15727db8",615076361.78888
"151fb9ef2950c74a46d46234",735671963.018948
"614e3592e6fd3a4a92385083",747589826.180446
"64d5cce955d3896844b27a20",460366270.408884
"af8acb1a1aa1c84597be5e3b",764826242.308317
"94a472d158efa617390ecaf8",608686404.789242
"27b5164875beae6d4633e56b",758603849.010799
"42a8ccc24fd39027cab909ce",689562768.45378
"9212eb07164f6fa1e014f34c",572204076.357872
"bc513fa0b2fdf85823a2233a",545430464.616648
"7710bce46ca6bf2ffa8ea801",725468699.941047
"5340110eee76639143562b43",875268077.915691
"f9663dcc284e83e4163d7747",834625268.664653
"10e3e3d22a841ccf5ada63c3",770120217.865761
"81ac7c50f45c23ffbf4d3ae7",646163677.500414
"641a4a6c04695c9a46cfe0d1",413928404.104767
"aebffd5c4c52776e2dc5b380",792525884.740826
"aecabf87cd55ecb4426012ec",674295409.741837
"1dcd0edbe0e89fd8229fc7a7",702415493.549559
"097104a0c9a9529eeb93f205",670376585.904827
"15fd5db09d9fc8efb59f1ab5",805935390.962148
"b823439a2b194e95da193137",563560852.955354
"3077ae7abdddef5d89928879",812466658.243033
"e267e06dd33616f6b1f14aaa",571755276.385039
"58c7b461e1f79dd409c1dbd5",887362543.70301
"4882611109e695d1becce965",644207800.690001
"0bd39bf346fa85ca5e17132a",966184623.519821
"50a800498200415f52cae258",1141421061.68969
"c24ac9463aa350c08cb3a19c",571926874.839947
"2e1c208938aa983c0827ab80",790032679.836572
"55d0dad97a87c8e26fc8678d",727089522.97045
"e4310eacf064a34bf4509f4f",578537065.450799
"a5d7c3eaacd0d26e5871de7b",610648138.822582
"511ebd725348ee5c5b31d254",663002900.474602
"5d646a83633b1feb6ccc6dde",616068584.088147
"922787178fcb9aea7a7fcd87",649842345.130078
"9121b4b41ebda6f043dc9964",479069487.620459
"9641571c1749cd623f2633f7",542347650.27003
"6aa5e1189008d105461c25a7",369447090.023092
"ef037c87bc1a9e43044815d9",663162522.412019
"1ec7989352429bdc290f5ff6",937175538.509952
"05f59d29bb564cb0fcf9fc6f",498505164.637186
"06957243330165ff783d0ae5",688493530.411386
"477d6e633a60d040407bcc11",475181862.202959
"03172aa4c3833a4a6b7aafd1",629304171.327518
"2a952da2bf5e8861d5ddda4d",732401471.715358
"bc0e84cc5fb6f15eb57e8093",269722713.653472
"8e26b6aeb32dcbd6fa279075",588959090.446005
"907806ec5979a9ff6ece999b",630641115.935731
"aaad2494a00eb559a9bdca89",477817250.844556
"260c32e86b380bf6185ab9bd",639918343.289024
"29f2a536d61f42cc8b82a333",487825166.786272
"d7c872b4e770ad02774a6ab5",641408439.8545
"eaf1f3d4b301021a2ad7d0b6",792048522.738471
"222b2759cba947736f357852",732937745.035011
"392304a4731800a4ab234ec4",510978107.561424
"917e534de35c8af19ef3662c",599188369.438292
"8a2867c01fb8a993d726bdda",345030755.872454
"b773ab4e0cdc98377c7930d6",500345832.146033
"e0772141f796c5fc5824cc59",485868631.41749
"c77b1a8babb79da127d4084f",513110771.718513
"8718133655546b030028046b",NA
"1525ee93cc74757440e4887d",436575446.540644
"a9c2d7d70e0f462192460843",579074509.631315
"640eba4218e7ad60380de035",688929168.48195
"734c08c88b51ede7c6ed632f",457485097.131804
"4b835725c676d812e5925e9a",529090934.162709
"3e4701772ca607d77038042d",735946778.227583
