"property_id","price"
"d56159653f5d2abc5ed5acd7",733049884.97579
"45550aa81c0151f1fd9fd8fe",782577135.043376
"735deef3382aa15930482f3e",520697111.466246
"0dd49fa8bb7be52b851c6dc9",685992547.98073
"7d3220a91e78f8bc2924d1cd",900103684.10524
"d3054072b2175deec2c1f8dc",584814150.07952
"b7574b06d593fca4eac59815",587343229.488066
"79e822115c5c1a4531366001",834701608.430229
"d3ed5316a463d38c1bd321d0",844985465.906885
"2f1880c9b8f7ac2715e1236d",721205853.667717
"dcca1c7f109175760ff531c6",837806127.030909
"dfc4f3facf91bbd93ee0fa4d",484189904.163124
"30e134a6cbe61d7954d0f56b",484990450.688007
"385fee7bd9ad7722d45dd034",642798317.900345
"87199c236bf22903d1aafdd0",642798317.900345
"19e19ad0cd6b5e84d8aa970e",514016983.385744
"907f968e78d748fde69dd44f",717122013.033088
"be094e5db0f784e3aa013aae",700780910.808286
"7ab96f83915bc84f8c03c1bd",590394815.489454
"07f4aa9b9ff5b0b05d31e6c0",798224369.971472
"e9be8cd37abed8ab510ba1f5",919539062.734372
"5f6ad58df27b562db077b5ce",671725318.843222
"ee96d947484aaace40f9b77f",822481797.036363
"15c4aef8401208054697b81e",977420444.746762
"22d6cb11333f2839b8112b89",964054384.785287
"288c09c33907dadbae495c11",955827255.596066
"f71d2bca0c5fe2720a1544c4",450813031.392853
"451744cf3ce55a98db8a3562",469077074.917779
"fba9ae05a6a8a9e0c6268a9f",482287600.278071
"1338e58f7dcebf5a1ea59388",495814643.334058
"a817e8da0ada143ac87277ee",332578030.749607
"46d8bb3e9a0ca584d3c7a317",492719217.790391
"b2506aa9463aebf01e1e00ca",560946463.382311
"7ec025b9b6e6f33bf65af41b",508463655.365672
"2ff531e27672ecd2362eed55",592870367.333037
"9b3cf0d1b91b9c6a2a887647",541895891.593047
"7db5291ce4602d9b2b266872",522672733.84997
"65d5918e826c33bb950fc008",584053820.458856
"395c34e4b8f52cbdb0522459",645262771.582944
"855f4b67d2bd6d18fd03d8e7",715195442.450395
"9ff06409b37e5b5dece4604a",626123111.531625
"0508cd7bd2c77ebb6fea1e56",515032826.191592
"b45fff2e718e54772d46a3fd",588150344.552101
"cf4d2297b73dbc357d21e31b",567196468.136227
"0ada7044c5b29925abc90879",584791038.212082
"6305f02255274ab5fb6bd39c",712272654.452922
"d9a94194ae1350512beff3e6",588471112.952913
"e3896296cb80d50d9ad3f903",727053074.970911
"6514f355887c64136edb5595",738734299.729572
"f03400cc18e12903b3ffbe5a",679041838.824486
"4e134600155a64783b3f8c3e",844546571.070377
"d63ebc63c82fbf66d8b6ffd3",719666524.28657
"1bd64811bd59706844230198",813866712.716739
"a83921284639eedd4a511cb6",612314885.622311
"a2f3f7a1cd573e2a33f52e2d",768915593.428105
"47344a66471fa51f61c64652",712571066.278053
"78fd849c9429091347d7e5c9",703577940.116476
"c3daf2abea55af99c9579319",695792230.793791
"52864916eb1984abca41ec66",853765612.185024
"c62494a9d7aede44f2f84023",836874788.916974
"a2b576643f7a032371587e5e",706845442.788879
"e53bc68f0e97ccead24f3e56",570414162.840341
