"property_id","price"
"d56159653f5d2abc5ed5acd7",728402036.200172
"45550aa81c0151f1fd9fd8fe",780222359.719203
"735deef3382aa15930482f3e",522548103.48219
"0dd49fa8bb7be52b851c6dc9",678695428.217085
"7d3220a91e78f8bc2924d1cd",894925174.674897
"d3054072b2175deec2c1f8dc",590620080.821197
"b7574b06d593fca4eac59815",593193350.26064
"79e822115c5c1a4531366001",826340195.156846
"d3ed5316a463d38c1bd321d0",842151910.712194
"2f1880c9b8f7ac2715e1236d",710566579.33917
"dcca1c7f109175760ff531c6",830232574.517447
"dfc4f3facf91bbd93ee0fa4d",506673791.029816
"30e134a6cbe61d7954d0f56b",506426724.849893
"385fee7bd9ad7722d45dd034",643956012.379045
"87199c236bf22903d1aafdd0",643956012.379045
"19e19ad0cd6b5e84d8aa970e",520941101.369811
"907f968e78d748fde69dd44f",710295332.36172
"be094e5db0f784e3aa013aae",693451775.453667
"7ab96f83915bc84f8c03c1bd",596227318.973959
"07f4aa9b9ff5b0b05d31e6c0",785693833.401766
"e9be8cd37abed8ab510ba1f5",914694648.78482
"5f6ad58df27b562db077b5ce",657357436.187876
"ee96d947484aaace40f9b77f",819828464.237868
"15c4aef8401208054697b81e",1007337445.1285
"22d6cb11333f2839b8112b89",958880865.345515
"288c09c33907dadbae495c11",991123917.006994
"f71d2bca0c5fe2720a1544c4",476841748.566239
"451744cf3ce55a98db8a3562",494135301.029655
"fba9ae05a6a8a9e0c6268a9f",506780826.311125
"1338e58f7dcebf5a1ea59388",519893976.210536
"a817e8da0ada143ac87277ee",356854750.805354
"46d8bb3e9a0ca584d3c7a317",500292983.87075
"b2506aa9463aebf01e1e00ca",567089570.524309
"7ec025b9b6e6f33bf65af41b",516225141.943351
"2ff531e27672ecd2362eed55",598162873.659205
"9b3cf0d1b91b9c6a2a887647",543747954.890646
"7db5291ce4602d9b2b266872",531357348.464604
"65d5918e826c33bb950fc008",577208434.592039
"395c34e4b8f52cbdb0522459",649234524.334724
"855f4b67d2bd6d18fd03d8e7",716372763.210891
"9ff06409b37e5b5dece4604a",619954101.67373
"0508cd7bd2c77ebb6fea1e56",509554085.5948
"b45fff2e718e54772d46a3fd",582102706.963
"cf4d2297b73dbc357d21e31b",561852495.579138
"0ada7044c5b29925abc90879",586368716.985582
"6305f02255274ab5fb6bd39c",698705643.331647
"d9a94194ae1350512beff3e6",582916708.11788
"e3896296cb80d50d9ad3f903",722081875.355633
"6514f355887c64136edb5595",716857234.491254
"f03400cc18e12903b3ffbe5a",672480795.951826
"4e134600155a64783b3f8c3e",838710528.855291
"d63ebc63c82fbf66d8b6ffd3",716303752.045818
"1bd64811bd59706844230198",810861388.877523
"a83921284639eedd4a511cb6",608587949.67298
"a2f3f7a1cd573e2a33f52e2d",764243562.805493
"47344a66471fa51f61c64652",708934506.778378
"78fd849c9429091347d7e5c9",699503073.15272
"c3daf2abea55af99c9579319",692084165.433781
"52864916eb1984abca41ec66",847522549.620712
"c62494a9d7aede44f2f84023",834918507.140029
"a2b576643f7a032371587e5e",705447614.696179
"e53bc68f0e97ccead24f3e56",572049888.160636
"fd82c710aad91bc90af490fe",662502387.506608
"d436abc2ee37ba3dd561e940",859656819.333324
"216a598114a403676011cb51",592991296.976956
