"property_id","price"
"d56159653f5d2abc5ed5acd7",727237152.280543
"45550aa81c0151f1fd9fd8fe",719412709.711564
"735deef3382aa15930482f3e",517085442.468171
"0dd49fa8bb7be52b851c6dc9",656400389.655519
"7d3220a91e78f8bc2924d1cd",975775166.098595
"d3054072b2175deec2c1f8dc",573982441.036886
"b7574b06d593fca4eac59815",573836747.727188
"79e822115c5c1a4531366001",550851991.326528
"d3ed5316a463d38c1bd321d0",931231371.320471
"2f1880c9b8f7ac2715e1236d",689375859.325937
"dcca1c7f109175760ff531c6",724683359.040427
"dfc4f3facf91bbd93ee0fa4d",543943734.858752
"30e134a6cbe61d7954d0f56b",464715527.557864
"385fee7bd9ad7722d45dd034",567090024.42323
"87199c236bf22903d1aafdd0",563192074.261023
"19e19ad0cd6b5e84d8aa970e",528955183.739518
"907f968e78d748fde69dd44f",689439781.452601
"be094e5db0f784e3aa013aae",574148158.12818
"7ab96f83915bc84f8c03c1bd",501743942.004985
"07f4aa9b9ff5b0b05d31e6c0",772465312.450587
"e9be8cd37abed8ab510ba1f5",903682383.098032
"5f6ad58df27b562db077b5ce",722211775.692473
"ee96d947484aaace40f9b77f",841342555.589124
"15c4aef8401208054697b81e",574627798.057797
"22d6cb11333f2839b8112b89",1036269224.73377
"288c09c33907dadbae495c11",1348627616.49841
"f71d2bca0c5fe2720a1544c4",441083284.233659
"451744cf3ce55a98db8a3562",504333262.332892
"fba9ae05a6a8a9e0c6268a9f",496398379.929366
"1338e58f7dcebf5a1ea59388",476274683.611278
"a817e8da0ada143ac87277ee",349912784.44394
"46d8bb3e9a0ca584d3c7a317",570124792.697819
"b2506aa9463aebf01e1e00ca",534160519.106062
"7ec025b9b6e6f33bf65af41b",581865738.99786
"2ff531e27672ecd2362eed55",503330751.094737
"9b3cf0d1b91b9c6a2a887647",486179162.180041
"7db5291ce4602d9b2b266872",471723818.03755
"65d5918e826c33bb950fc008",613266104.598114
"395c34e4b8f52cbdb0522459",657318835.757398
"855f4b67d2bd6d18fd03d8e7",797090624.37539
"9ff06409b37e5b5dece4604a",642476543.711033
"0508cd7bd2c77ebb6fea1e56",601428157.806611
"b45fff2e718e54772d46a3fd",577858253.887473
"cf4d2297b73dbc357d21e31b",597431469.663348
"0ada7044c5b29925abc90879",651673552.882823
"6305f02255274ab5fb6bd39c",657221541.445527
"d9a94194ae1350512beff3e6",665967744.406498
"e3896296cb80d50d9ad3f903",689406964.720765
"6514f355887c64136edb5595",743570508.379135
"f03400cc18e12903b3ffbe5a",762382089.530051
"4e134600155a64783b3f8c3e",821421130.307534
"d63ebc63c82fbf66d8b6ffd3",814006580.91919
"1bd64811bd59706844230198",870475979.540302
"a83921284639eedd4a511cb6",815008327.359133
"a2f3f7a1cd573e2a33f52e2d",893127935.251397
"47344a66471fa51f61c64652",830694642.642362
"78fd849c9429091347d7e5c9",839472540.690607
"c3daf2abea55af99c9579319",712171929.607662
"52864916eb1984abca41ec66",906590628.073427
"c62494a9d7aede44f2f84023",890729430.592052
"a2b576643f7a032371587e5e",931461740.904574
"e53bc68f0e97ccead24f3e56",484251158.387744
