"property_id","price"
"d56159653f5d2abc5ed5acd7",697266712.870689
"45550aa81c0151f1fd9fd8fe",738962199.125216
"735deef3382aa15930482f3e",525018700.028058
"0dd49fa8bb7be52b851c6dc9",670058497.294451
"7d3220a91e78f8bc2924d1cd",919379880.769521
"d3054072b2175deec2c1f8dc",585611929.732731
"b7574b06d593fca4eac59815",545951869.394992
"79e822115c5c1a4531366001",535567156.441291
"d3ed5316a463d38c1bd321d0",892020465.813183
"2f1880c9b8f7ac2715e1236d",641655424.066491
"dcca1c7f109175760ff531c6",698775940.029159
"dfc4f3facf91bbd93ee0fa4d",519698441.712377
"30e134a6cbe61d7954d0f56b",459683335.611136
"385fee7bd9ad7722d45dd034",527826619.371943
"87199c236bf22903d1aafdd0",533600003.770966
"19e19ad0cd6b5e84d8aa970e",504982119.582803
"907f968e78d748fde69dd44f",707906678.252192
"be094e5db0f784e3aa013aae",593832451.920671
"7ab96f83915bc84f8c03c1bd",508638409.751908
"07f4aa9b9ff5b0b05d31e6c0",712305733.71882
"e9be8cd37abed8ab510ba1f5",847380888.384322
"5f6ad58df27b562db077b5ce",705033455.422034
"ee96d947484aaace40f9b77f",812249486.405262
"15c4aef8401208054697b81e",562008308.85639
"22d6cb11333f2839b8112b89",950850810.945588
"288c09c33907dadbae495c11",1262397568.95193
"f71d2bca0c5fe2720a1544c4",418405319.118082
"451744cf3ce55a98db8a3562",471951623.616517
"fba9ae05a6a8a9e0c6268a9f",453199631.401455
"1338e58f7dcebf5a1ea59388",423355310.559135
"a817e8da0ada143ac87277ee",372978116.34468
"46d8bb3e9a0ca584d3c7a317",567745087.597921
"b2506aa9463aebf01e1e00ca",507442000.964215
"7ec025b9b6e6f33bf65af41b",554354811.098732
"2ff531e27672ecd2362eed55",476389934.379864
"9b3cf0d1b91b9c6a2a887647",504907267.915598
"7db5291ce4602d9b2b266872",457115204.964116
"65d5918e826c33bb950fc008",616600690.135564
"395c34e4b8f52cbdb0522459",639634156.655105
"855f4b67d2bd6d18fd03d8e7",742416581.437738
"9ff06409b37e5b5dece4604a",623880332.817726
"0508cd7bd2c77ebb6fea1e56",635991243.138331
"b45fff2e718e54772d46a3fd",587786249.794174
"cf4d2297b73dbc357d21e31b",616446687.321064
"0ada7044c5b29925abc90879",643558993.053415
"6305f02255274ab5fb6bd39c",620719711.629819
"d9a94194ae1350512beff3e6",670828458.17483
"e3896296cb80d50d9ad3f903",624926033.834627
"6514f355887c64136edb5595",722123622.118445
"f03400cc18e12903b3ffbe5a",763525903.946234
"4e134600155a64783b3f8c3e",777903391.533254
"d63ebc63c82fbf66d8b6ffd3",795050302.366246
"1bd64811bd59706844230198",799418475.93701
"a83921284639eedd4a511cb6",851954882.269522
"a2f3f7a1cd573e2a33f52e2d",872481563.486497
"47344a66471fa51f61c64652",818935637.204033
"78fd849c9429091347d7e5c9",827856157.175852
"c3daf2abea55af99c9579319",713175945.743211
"52864916eb1984abca41ec66",881894577.206401
"c62494a9d7aede44f2f84023",837645262.917427
"a2b576643f7a032371587e5e",868272005.280713
"e53bc68f0e97ccead24f3e56",456759150.670765
"fd82c710aad91bc90af490fe",643915259.504606
"d436abc2ee37ba3dd561e940",826792955.364171
"216a598114a403676011cb51",522863262.617956
"ea230d5eccd2b687888173bb",680157029.355431
"18bd0dd7580f2a7cb19a90b9",383724123.616113
"b143c8ca6d334f6a73c3f2a0",367284838.541049
"ab388cb4fa511968783bafee",586065875.562559
"6a4f08cd04d558a56af732d9",596464659.601652
"7216c895aa047c4f405c4941",784594472.108255
"a493488dcd906dc74cf8a604",755751093.227696
"7844b0b2bc65dced90a355c6",807152553.400867
"c1976383069b6b82ab29d092",448539947.148934
"e5cfd99e2308b7b73581dbdc",499310303.313688
"c18c2ea88f4ac53970b53d2c",616693899.555266
"842c9f0e4edf1e5a672ce15e",779610505.944389
"7dd1e46dcbddc6bf5ef694de",428709864.388926
"6cc4f32b39180bd1ec7e117b",807179365.534784
"79e643789a85dc4ffad49a25",822429731.989308
"b3402a9173d289d6db78e09d",830011591.661618
"a446507813234e358db8b573",597055652.592126
