"property_id","price"
"d56159653f5d2abc5ed5acd7",703012235.642267
"45550aa81c0151f1fd9fd8fe",715617835.52311
"735deef3382aa15930482f3e",561597769.462427
"0dd49fa8bb7be52b851c6dc9",664759088.394532
"7d3220a91e78f8bc2924d1cd",912666532.293297
"d3054072b2175deec2c1f8dc",533183562.581895
"b7574b06d593fca4eac59815",494298600.247179
"79e822115c5c1a4531366001",529995830.726821
"d3ed5316a463d38c1bd321d0",887441354.934416
"2f1880c9b8f7ac2715e1236d",669843796.480064
"dcca1c7f109175760ff531c6",688052400.776193
"dfc4f3facf91bbd93ee0fa4d",550424348.128782
"30e134a6cbe61d7954d0f56b",416501012.423259
"385fee7bd9ad7722d45dd034",550232766.236918
"87199c236bf22903d1aafdd0",555013406.540711
"19e19ad0cd6b5e84d8aa970e",495670460.674729
"907f968e78d748fde69dd44f",696395078.963222
"be094e5db0f784e3aa013aae",586714518.684982
"7ab96f83915bc84f8c03c1bd",453454700.874884
"07f4aa9b9ff5b0b05d31e6c0",738689722.455775
"e9be8cd37abed8ab510ba1f5",842780357.675642
"5f6ad58df27b562db077b5ce",724480768.179734
"ee96d947484aaace40f9b77f",807542063.720889
"15c4aef8401208054697b81e",615065956.991994
"22d6cb11333f2839b8112b89",942153191.194332
"288c09c33907dadbae495c11",1188205245.14317
"f71d2bca0c5fe2720a1544c4",490676574.574949
"451744cf3ce55a98db8a3562",544290631.149812
"fba9ae05a6a8a9e0c6268a9f",523591089.16479
"1338e58f7dcebf5a1ea59388",496143646.7633
"a817e8da0ada143ac87277ee",435870054.695613
"46d8bb3e9a0ca584d3c7a317",630279702.604943
"b2506aa9463aebf01e1e00ca",456762223.110098
"7ec025b9b6e6f33bf65af41b",550136492.395583
"2ff531e27672ecd2362eed55",519442533.155897
"9b3cf0d1b91b9c6a2a887647",520456430.05168
"7db5291ce4602d9b2b266872",459866234.771829
"65d5918e826c33bb950fc008",640287759.712396
"395c34e4b8f52cbdb0522459",672045620.04069
"855f4b67d2bd6d18fd03d8e7",771050524.244139
"9ff06409b37e5b5dece4604a",652064359.574355
"0508cd7bd2c77ebb6fea1e56",664236292.55006
"b45fff2e718e54772d46a3fd",615936239.419304
"cf4d2297b73dbc357d21e31b",640531090.991305
"0ada7044c5b29925abc90879",671897460.372821
"6305f02255274ab5fb6bd39c",646349665.452276
"d9a94194ae1350512beff3e6",690753211.493716
"e3896296cb80d50d9ad3f903",653954353.458326
"6514f355887c64136edb5595",736378189.361038
"f03400cc18e12903b3ffbe5a",764398542.113252
"4e134600155a64783b3f8c3e",778033434.663093
"d63ebc63c82fbf66d8b6ffd3",789107390.335303
"1bd64811bd59706844230198",796435651.154991
"a83921284639eedd4a511cb6",834415375.017758
"a2f3f7a1cd573e2a33f52e2d",853923515.93908
"47344a66471fa51f61c64652",808300977.413199
"78fd849c9429091347d7e5c9",816034037.007102
"c3daf2abea55af99c9579319",702165370.534654
"52864916eb1984abca41ec66",865529694.031508
"c62494a9d7aede44f2f84023",829624993.023917
"a2b576643f7a032371587e5e",856202856.096286
"e53bc68f0e97ccead24f3e56",464016312.588692
"fd82c710aad91bc90af490fe",637920720.843352
"d436abc2ee37ba3dd561e940",806844562.859794
"216a598114a403676011cb51",565488852.809525
"ea230d5eccd2b687888173bb",650738285.672455
"18bd0dd7580f2a7cb19a90b9",455237079.045866
"b143c8ca6d334f6a73c3f2a0",440185773.089172
"ab388cb4fa511968783bafee",529950409.657675
"6a4f08cd04d558a56af732d9",600133428.102607
"7216c895aa047c4f405c4941",775562347.859755
"a493488dcd906dc74cf8a604",757149380.126909
"7844b0b2bc65dced90a355c6",803091771.925073
"c1976383069b6b82ab29d092",510897571.40662
"e5cfd99e2308b7b73581dbdc",493986945.531805
"c18c2ea88f4ac53970b53d2c",665157154.643741
"842c9f0e4edf1e5a672ce15e",778893684.610089
"7dd1e46dcbddc6bf5ef694de",490146525.687737
"6cc4f32b39180bd1ec7e117b",794465887.145653
"79e643789a85dc4ffad49a25",802743621.980448
"b3402a9173d289d6db78e09d",825620081.92658
"a446507813234e358db8b573",589569063.495607
"c8ef57ddfb35061d1876f94e",851995666.546558
"360be0df2c003005e3db080e",938977326.002663
"9ab245a4c91877cb7a8661ce",900305855.326849
"a57a34c7486e7a40e8deb316",691617156.892739
"ceba7d0f56f6cb03538962fb",724435326.841776
"d5475993f9db58c3e4baf7a3",952551790.690698
"d37a1dda09e30da13ff5bfc3",703938493.281545
"68a8b8d077a8232723bf37e9",724480768.179734
"e1eea7716ca6490b7640717a",714809834.625745
"4ae6d75b10848d259ecba576",699216621.106179
"17afbce5c0b56732abbea936",382773026.181825
"84a2673eccd3cf3bd7fd3eb0",865529694.031508
"f2f4e6cbafe527b155707f01",845931308.179397
"de2e3a592cda5b76c9573c5c",939584642.766844
"fac651cf404a58f24dc7d286",964124749.991865
"e6f312a0877af26b69855a3d",1045442411.14798
"333a643c623a9bc75f3a40f2",1049487786.90213
"64593641e470908ef23b46cb",999370285.128086
"ce9f2f0071be658ae75ca6f9",958830903.989486
"9ab385e399a4673732b6a799",804994819.166847
"3429c774b736cefc051e2c55",682419152.855081
"a51ad0372758b2bbfe73f8fd",591135697.614403
"8c801a266256e3fbabe7e3d2",685568686.174858
"ca2f81b8fb6fda20aefb0ccb",655760332.23508
"3c1b1f86087f9b99380e387c",732652364.636307
"b0cad5d612954b8cab18101c",691927225.983925
"7eb991f4c69215377e4dac8f",853806534.33837
"0d130b8bea4321300396fa34",969722069.633819
"8dfa059401e1dca80ae65ae1",782195857.271722
"3e3f264cd0ac7a65ed2349a2",782444910.829811
"112dce80bf512f3f24391d23",576317575.105868
"ff25ded6333278149f8fb68f",791528534.513371
"d555b82c192794e87e9d536f",807080833.840188
"a787382d96ef9fce8f27bc70",917374173.665747
"8c3aa295f7bcfd9a43eb2037",730878342.47568
"13ac95652fb3cf6c43dafc66",518637236.235122
"42fc6a80b882c32f6264ac10",473392580.848366
"1e9c53e09220d689a0210ab9",430298943.665528
"3348706086aa3db5c92259c3",460139909.512271
"66d402a9b7d05f29282ddb00",637179591.677832
"cf88be51d6f31c10e5868ff7",489558583.665076
"30b3f38716be209a894b0942",489231348.570418
"0a5908a92d0ba3e36f54b1f3",665301840.909201
"dd206b6ea2d7f6555109ea39",545122661.630172
"c641febd8bc2ece3e4d2d8b6",561127601.119176
"c11fdc02a288af0572a2bca1",888718229.170218
"35dc60a65969b264ab283d6d",587344217.921966
"d9cb0f637cd4feaaaf8a21c0",754898987.406003
"7e8dfae9a5f1faf8afa706f7",461534341.458263
"a280fe7610c254b935c9dcfc",281355615.274131
"85524880fdc4e4daf90e96fd",552388154.736272
"f361109d06f6609c16724b39",640287759.712396
"3f6b2f0c0876c21755369cb6",646349665.452276
"de26819064a290ce78d8fcc1",515724510.942103
"91be1260a84ab7fa3521c495",697596779.484361
"18c8dc4549d38c918af2972e",782506221.75538
"782b0fb8641849c2c34291e6",515635271.405186
"54933f8b33a4fd6f031ed5be",744938372.886325
"953176c9a901b4f61c030432",661451995.164996
"357e2add3d68167a4f3ce15e",668224342.013263
"90332d50e91925eb9b614bef",660064492.03839
"11723d1d472bf1a3fdd8b72c",870263711.956862
"01f8b6799e2910f7769db175",667008214.661544
"a0d5001f7dd42d7f0c91d2a9",599378974.565858
"d4439c35bcb88e1490916c67",648874631.590265
"4a73dad0ff8a5262e8b07c4b",912357516.913558
"3dd8085a65f24b497ea59557",357946225.546964
"39ef085809bc80e32e7b6af6",831539746.11522
"b98ee16e8fd7d1c75a9da13c",837436242.949168
"16deb26bf740fa61e258f545",784693299.325723
"732a3bd457d7798e1fd892f6",827402191.010432
"1376058cb128a1c7729cd2e9",765538786.521786
"cac7e7c3e13af91bdc7107e8",898260939.917874
"9f3dfa6e1422f6aeac527c61",717826877.563185
"4dd3d1288ccb66ee4fb9c097",923628443.123084
"15fb97d6a43731d61e95d004",781383157.099012
"dac29573163315edf99e0e7a",718081610.914253
"b93f2864087d41c3c92d43c3",941103811.060033
"cd4656aed92f5c0a0b6b7c0c",941103811.060033
"556210496090b42ac10cf1b8",856202856.096286
"762979729fb21e56a32ed14e",856202856.096286
"ea935b76abe664d5e2c4736f",640287759.712396
"40e9ef1e7c6749b7a8d04ea9",626318911.869278
"058265732a484ac8d5497f5c",671326131.419297
"6f52ea8340cdd283f9a79720",662531069.654896
"cafe7c1ee67458e05c84d5fb",646349665.452276
"3f45ed2f08a2b03b738fbb5e",591466562.341663
"f203b18854b75c4564d7a17d",661095853.699889
"d5333f639d11bc3ab073ed72",439637997.372698
